ImageId,EncodedPixels
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,37812 2 38327 12 38846 14 39365 15 39884 17 40404 17 40924 17 41444 17 41964 16 42484 16 43005 15 43525 15 44046 13 44567 12 45088 10 45609 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,16452 9 16970 14 17489 17 18008 20 18528 21 19048 22 19568 23 20088 24 20608 24 21129 23 21649 23 22170 22 22692 20 23215 16 23739 11 24262 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,48625 2 49145 4 49665 5 50185 7 50705 7 51225 8 51745 8 52265 8 52785 8 53305 8 53825 8 54345 8 54865 8 55385 8 55905 7 56425 7 56945 6 57465 5 57985 3
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,164991 4 165509 8 166028 10 166547 14 167067 15 167586 16 168105 18 168624 19 169143 20 169663 21 170182 22 170702 23 171222 23 171742 23 172262 23 172782 22 173302 22 173823 20 174343 20 174370 6 174864 19 174886 12 175385 33 175907 32 176429 30 176958 21 177478 20 177998 19 178518 19 179039 16 179560 12
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,169540 5 170058 8 170575 11 171094 12 171612 14 172132 13 172651 13 173170 12 173690 10 174210 10 174730 13 175250 15 175770 16 176290 17 176809 20 177328 21 177847 23 178367 24 178886 25 179405 25 179924 26 180444 25
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,41838 6 42356 10 42875 12 43394 14 43914 15 44433 17 44953 18 45473 18 45993 18 46513 19 47033 19 47554 17 48075 15 48595 15 49116 13 49637 12 50159 8
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,131401 12 131916 19 132434 22 132954 23 133473 24 133993 26 134022 9 134512 42 135032 43 135552 22 135576 20 136072 19 136097 20 136593 16 136617 20 137113 14 137138 19 137635 10 137658 19 138155 9 138179 18 138675 10 138700 17 139194 12 139221 15 139703 5 139712 15 139742 14 140221 27 140264 8 140273 1 140740 29 141259 31 141778 33 142298 33 142817 34 143337 34 143857 34 144376 34 144896 34 145415 34 145935 33 146454 32 146973 24 147000 3 147493 23 148013 22 148533 21 149053 19 149574 18 150095 16 150617 13 151141 8 151663 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,8488 3 9005 10 9524 13 10043 15 10563 16 11082 18 11602 19 12122 19 12641 21 13161 22 13681 23 14200 25 14720 27 15240 28 15759 30 16279 30 16799 31 17318 32 17838 32 18358 32 18878 31 19399 29 19920 27 20442 24 20963 13 20978 6 21484 9
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,88552 6 89071 10 89590 12 90109 14 90628 16 91147 17 91666 19 92186 19 92706 19 93226 18 93746 18 94267 14 94788 12 95311 12 95833 14 96353 16 96379 5 96873 17 96898 7 97393 18 97417 9 97913 19 97936 11 98433 34 98953 35 99473 35 99993 34 100514 33 101035 31 101556 30 102077 28 102598 19 102618 3 103119 14 103641 11 104163 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,126688 9 127205 13 127723 17 128242 19 128761 21 129280 23 129799 24 130319 23 130838 24 131358 24 131877 25 132397 25 132917 25 133437 24 133957 23 134478 21 134998 19 135519 16 136046 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,56041 16 56558 21 57076 25 57595 28 58115 30 58635 31 59156 31 59676 31 60196 31 60717 30 61237 30 61758 28 62280 25 62802 23 63324 21 63845 20 64365 20 64886 19 65406 20 65927 18 66449 16 66975 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,1385 6 1904 8 2423 10 2942 11 3462 11 3981 12 4501 12 5020 13 5540 13 6059 14 6579 14 7098 15 7618 15 8138 15 8659 14 9181 12 9703 10 10222 11 10740 13 11259 15 11778 16 12297 17 12817 16 13337 16 13858 13
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,114948 6 115465 11 115981 17 116500 19 117020 21 117539 24 118059 24 118579 24 119099 25 119620 23 120140 23 120661 22 121182 20 121703 19 122224 17 122745 15 123267 13 123788 11 124309 11 124829 11 125349 11 125869 11 126390 9 126911 8 127432 6 127953 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,115860 4 116378 8 116897 10 117415 13 117933 15 118451 18 118970 18 119489 19 120009 19 120529 18 121049 18 121569 17 122089 16 122610 13 123130 12 123652 9 124175 3
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,122919 18 123437 23 123956 25 124476 26 124996 26 125516 26 126036 26 126556 25 127077 23 127599 18 128121 10 128644 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,165855 9 166374 13 166893 15 167413 15 167932 16 168452 16 168972 16 169492 16 170013 15 170533 14 171054 13 171575 11 172096 9 172618 6 173140 3
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,171541 5 172058 10 172577 12 173096 13 173615 14 174135 14 174655 14 175175 13 175695 12 176216 10 176737 8 177258 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,150661 4 150673 5 151179 20 151698 22 152217 24 152736 27 153255 30 153775 32 154297 31 154819 30 155350 19 155871 19 156391 1 156393 17 156911 1 156913 17 157431 1 157433 17 157953 16 158473 16 158993 16 159514 15 160034 15 160556 11 161079 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,15865 2 16385 6 16905 7 16926 2 17425 8 17442 8 17945 9 17960 12 18465 11 18479 13 18985 27 19505 27 20025 27 20545 26 21065 25 21585 9 21596 13 22106 4 22118 10 22640 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,129452 10 129969 14 130487 17 130969 13 131006 19 131486 18 131526 19 132005 21 132045 20 132524 23 132565 20 133044 24 133085 20 133562 31 133605 22 134082 33 134125 22 134601 34 134645 23 135121 35 135160 30 135640 70 136159 71 136679 71 137199 71 137719 27 137753 22 137780 9 138239 25 138273 21 138760 23 138794 20 139280 22 139314 19 139802 19 139835 17 140323 16 140355 16 140845 12 140876 14 141365 10 141397 12 141918 9 142440 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,211 17 731 19 1250 22 1770 23 2290 23 2810 23 3330 23 3850 23 4370 23 4890 22 5411 21 5932 19 6452 18 6973 16 7494 13 8015 11 8538 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,66864 14 67382 20 67902 20 68422 20 68942 18 69462 16 69983 10 70505 3
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,89014 3 89535 10 90055 12 90573 16 91092 19 91611 21 92129 24 92648 26 93167 28 93687 28 94206 29 94726 29 95246 29 95766 29 96286 28 96807 15 96825 8 97328 8
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,92693 7 93212 10 93731 12 94250 14 94770 14 95290 14 95811 13 96332 13 96854 12 97376 11 97897 11 98417 11 98937 11 99458 11 99979 9 100501 7 101023 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,160704 9 161221 14 161739 15 162258 15 162777 15 163297 14 163817 13 164337 12 164858 10 165379 8
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,19964 9 20483 11 21002 13 21521 15 22039 18 22557 20 23077 20 23596 21 24116 20 24636 20 25156 19 25677 17 26197 11 26210 3 26720 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,161558 4 162074 10 162592 14 163112 16 163631 18 164151 19 164671 20 165191 20 165711 21 166231 21 166752 20 167272 20 167313 4 167793 19 167833 7 168314 18 168353 8 168835 17 168860 2 168871 1 168873 9 169356 15 169380 3 169390 14 169877 14 169899 5 169909 15 170398 13 170420 5 170428 17 170920 12 170940 25 171441 13 171456 2 171459 27 171962 44 172484 41 173005 40 173525 27 173553 3 173559 5 174046 15 174568 9 175089 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,103878 10 104396 13 104916 17 105436 20 105956 21 106476 22 106996 23 107516 23 108037 21 108558 20 109078 20 109600 18 110122 15 110643 14 111164 13 111685 13 112205 13 112725 13 113246 12 113766 12 114286 11 114806 10 115327 9 115847 8 116369 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,28579 9 28598 3 29098 12 29116 5 29616 16 29636 5 30135 17 30154 7 30654 27 31173 28 31692 29 32212 29 32731 24 32758 3 33250 24 33770 23 34290 22 34810 22 35330 20 35851 18 36371 17 36893 14 37414 10
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,132668 3 133185 8 133704 10 134224 10 134743 11 135263 11 135782 12 136302 12 136822 12 137341 12 137861 12 138381 12 138901 11 139421 11 139940 11 140460 11 140980 10 141500 9 142020 9 142541 7 143062 6 143583 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,162014 5 162531 10 163050 12 163569 14 164088 17 164608 17 165127 17 165646 17 166165 17 166684 18 167203 19 167723 18 168242 18 168761 19 169281 18 169800 19 170320 19 170837 22 171356 23 171875 23 172395 23 172915 22 173435 12 173448 8 173956 9 174477 7 174998 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,57039 3 57556 8 58075 11 58594 14 59114 14 59634 15 60154 16 60675 17 61195 18 61716 17 62237 17 62758 16 63279 15 63800 14 64320 14 64841 13 65362 12 65885 13 66407 15 66926 16 67446 17 67965 19 68484 21 69004 21 69524 21 70043 22 70563 21 71083 21 71602 21 72122 20 72642 19 73161 18 73681 17 74201 16 74721 15 75242 12 75762 11 76283 9 76805 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,50811 4 51329 11 51848 14 52367 16 52887 17 53407 18 53927 19 54447 19 54967 20 55487 19 56008 18 56529 17 57049 16 57570 14 58091 12 58612 10 59133 8 59655 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,137463 7 137981 12 138500 15 139019 18 139539 20 140058 22 140578 23 141099 23 141620 22 142141 22 142662 22 143183 21 143704 20 144225 20 144746 19 145267 18 145787 17 146308 1 146310 13 146832 1 146834 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,100683 2 101201 5 101214 6 101712 15 101733 9 102231 16 102252 11 102751 16 102771 13 103271 17 103289 16 103791 10 103804 21 104311 9 104325 20 104832 9 104844 21 105353 32 105874 15 105891 14 106397 8 106412 12 106932 12 107453 11 107974 10 108495 8 109016 7 109537 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,7990 3 8508 6 9028 7 9548 8 10067 9 10588 8 11108 7 11630 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,72042 2 72559 10 73078 13 73597 17 74116 20 74635 21 75155 21 75674 22 76194 21 76714 19 77234 16 77754 13 78275 8
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,71665 7 72181 12 72699 25 73218 28 73738 29 74258 30 74778 31 75298 31 75818 31 76339 30 76860 29 77382 28 77905 24 78429 20 78952 16 79474 13 79997 9 80520 3
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,451 59 971 60 1491 59 2012 58 2533 57 3054 55 3576 52 4096 40 4143 3 4618 36 5139 9 5150 23 5661 4 5673 13 6196 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,31134 11 31652 16 32171 18 32690 21 33209 23 33729 24 34248 27 34768 28 35288 29 35808 30 36328 30 36849 29 37369 29 37890 27 38411 25 38932 22 39454 17 39978 12 40500 11 41020 12 41539 15 42057 18 42576 20 43095 21 43614 23 44133 24 44652 25 45172 25 45692 24 46212 24 46732 24 47252 24 47772 23 48293 22 48813 21 49334 20 49855 18 50376 15 50898 12 51423 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,105176 5 105695 11 106214 14 106734 15 107255 15 107775 16 108297 14 108809 2 108818 14 109328 5 109338 14 109847 8 109857 15 110366 25 110886 25 111406 25 111926 25 112447 24 112967 24 113489 22 114010 20 114531 20 115052 18 115575 1 115577 12 116100 8 116622 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,154554 8 155072 12 155591 14 156108 18 156627 20 157146 21 157665 22 158185 23 158704 24 159223 26 159743 26 160262 27 160782 27 161301 28 161821 27 162341 26 162861 25 163381 24 163902 21 164423 18 164944 15 165466 11
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,105240 2 105757 8 106276 10 106795 11 107314 12 107833 13 108352 14 108872 14 109391 14 109911 14 110430 14 110950 14 111469 15 111989 15 112509 15 113030 14 113551 14 114072 13 114596 10 115117 9 115638 8 116160 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,27854 1 28352 4 28373 5 28868 10 28891 10 29386 12 29409 13 29905 14 29928 15 30425 14 30448 16 30945 14 30968 18 31465 14 31488 19 31985 14 32008 20 32505 14 32528 21 33025 19 33047 22 33545 11 33558 32 34065 10 34077 33 34585 9 34598 32 35106 8 35118 32 35628 6 35638 32 36148 5 36158 31 36668 5 36677 14 36694 14 37188 6 37196 15 37215 12 37708 6 37715 16 37737 7 38229 22 38750 21 39271 19 39792 18 40312 17 40833 16 41354 14 41874 12 42396 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,110076 7 110595 9 111114 10 111633 12 112153 13 112673 15 113193 19 113713 20 114234 20 114754 21 115273 22 115793 23 116314 22 116834 22 117355 20 117876 19 118397 17 118918 15 119439 13 119962 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,10607 6 11125 9 11643 12 12162 14 12681 16 13201 16 13721 16 14240 18 14760 17 15278 19 15798 19 16317 19 16838 14 17358 9 17879 6 18401 3
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,84118 7 84636 11 85155 13 85674 15 86192 18 86711 19 87230 21 87750 21 88269 22 88789 22 89309 21 89829 20 90349 18 90869 16 91390 3 91911 2 92432 1
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,118217 7 118732 14 119250 17 119769 19 120289 18 120809 18 121330 16 121851 14 122373 10 122895 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,364 19 883 21 1399 26 1918 28 2437 29 2957 30 3477 30 3997 30 4516 32 5037 31 5557 31 6077 31 6597 31 7118 29 7641 25 8162 23 8684 18
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,56108 1 56625 15 57144 19 57664 20 58183 23 58703 24 59223 25 59744 24 60264 26 60785 26 61306 26 61827 25 62348 24 62867 24 63386 25 63904 27 64422 17 64442 9 64941 18 65460 19 65979 20 66498 21 67019 20 67539 20 68059 20 68579 20 69100 19 69620 18 70141 15 70662 12 71183 8 71704 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,157270 10 157789 12 158309 13 158828 14 159348 14 159867 15 160386 16 160906 16 161426 16 161947 15 162467 15 162988 13 163508 13 164029 11 164550 9 165072 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,100625 7 101145 9 101665 11 102185 12 102705 14 103225 15 103745 17 104265 18 104786 19 105307 20 105828 20 106349 19 106871 17 107392 16 107913 15 108435 12 108957 9
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,17523 4 18041 8 18560 10 19079 12 19598 14 20118 15 20638 16 21158 16 21678 17 22198 17 22718 16 23238 16 23759 14 24279 13 24800 11 25324 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,243 8 762 10 1281 12 1800 14 2320 14 2839 16 3359 16 3879 16 4398 18 4918 18 5439 16 5959 16 6479 16 7000 14 7521 12 8042 9
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,126990 11 127507 16 128025 19 128544 21 129062 23 129581 24 130100 25 130620 25 131140 25 131660 24 132181 22 132703 18 133225 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,62052 3 62570 7 63090 9 63610 10 64130 11 64651 11 65172 10 65692 11 66213 10 66733 10 67253 10 67773 10 68293 11 68814 10 69334 10 69855 9 70375 9 70895 9 71416 7 71936 7 72457 5 72979 2
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,91475 5 91994 10 92513 13 93032 15 93056 5 93552 15 93573 10 94071 17 94091 13 94591 17 94609 15 95110 35 95630 35 96150 36 96670 36 97189 37 97710 36 98230 35 98750 35 99270 34 99791 32 100310 32 100830 30 101349 23 101866 24 102385 12 102400 8 102904 12 103424 12 103944 12 104464 13 104985 12 105507 9 106032 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,170386 2 170903 8 171421 12 171940 14 172459 16 172976 20 173494 23 174013 25 174533 25 175053 25 175573 25 176093 25 176613 25 177134 23 177656 20 178177 18 178698 16 179219 13 179742 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,96 14 616 14 1136 14 1657 14 2178 13 2698 13 3219 12 3739 12 4258 12 4777 12 5297 8 5818 7 6338 6 6859 2
